date,state,district,pincode,age_0_5,age_5_17,age_18_greater
26-12-2025,Telangana,Nalgonda,508116,0,1,0
26-12-2025,Telangana,Nalgonda,508201,1,0,0
26-12-2025,Telangana,Nalgonda,508204,1,0,0
26-12-2025,Telangana,Nalgonda,508206,2,0,0
26-12-2025,Telangana,Nalgonda,508254,2,0,0
25-12-2025,Telangana,Nalgonda,508126,0,1,0
25-12-2025,Telangana,Nalgonda,508206,0,1,0
25-12-2025,Telangana,Nalgonda,508222,2,0,0
29-12-2025,Telangana,Nalgonda,508004,1,0,0
29-12-2025,Telangana,Nalgonda,508243,1,0,0
29-12-2025,Telangana,Nalgonda,508256,1,0,0
27-12-2025,Telangana,Nalgonda,508101,2,0,0
27-12-2025,Telangana,Nalgonda,508247,0,1,0
27-12-2025,Telangana,Nalgonda,508278,0,1,0
28-12-2025,Telangana,Nalgonda,508114,3,0,0
28-12-2025,Telangana,Nalgonda,508116,1,0,0
28-12-2025,Telangana,Nalgonda,508207,6,0,0
28-12-2025,Telangana,Nalgonda,508218,1,0,0
28-12-2025,Telangana,Nalgonda,508250,0,1,0
28-12-2025,Telangana,Nalgonda,508255,3,2,0
28-12-2025,Telangana,Nalgonda,508277,0,1,0
28-12-2025,Telangana,Nalgonda,508355,1,0,0
01-01-2026,Telangana,Nalgonda,508111,1,1,0
01-01-2026,Telangana,Nalgonda,508213,5,1,0
01-01-2026,Telangana,Nalgonda,508247,2,1,0
01-01-2026,Telangana,Nalgonda,508253,0,1,0
01-01-2026,Telangana,Nalgonda,508254,0,1,0
01-01-2026,Telangana,Nalgonda,508256,5,1,0
01-01-2026,Telangana,Nalgonda,508277,1,0,0
01-01-2026,Telangana,Nalgonda,508355,3,1,0
01-01-2026,Telangana,Nalgonda,508373,7,1,0
01-01-2026,Telangana,Nalgonda,508377,1,0,0
31-12-2025,Telangana,Nalgonda,508202,1,0,0
31-12-2025,Telangana,Nalgonda,508207,10,1,0
31-12-2025,Telangana,Nalgonda,508217,2,0,0
31-12-2025,Telangana,Nalgonda,508218,1,1,0
31-12-2025,Telangana,Nalgonda,508252,1,0,0
31-12-2025,Telangana,Nalgonda,508254,2,1,0
31-12-2025,Telangana,Nalgonda,508266,0,1,0
31-12-2025,Telangana,Nalgonda,508377,2,0,0
02-01-2026,Telangana,Nalgonda,508207,5,2,0
02-01-2026,Telangana,Nalgonda,508243,1,0,0
02-01-2026,Telangana,Nalgonda,508258,1,1,0
02-01-2026,Telangana,Nalgonda,508266,1,0,0
02-01-2026,Telangana,Nalgonda,508277,1,0,0
03-01-2026,Telangana,Nalgonda,508243,1,0,0
03-01-2026,Telangana,Nalgonda,508254,1,0,0
09-06-2025,Telangana,Nalgonda,508004,2,0,0
09-06-2025,Telangana,Nalgonda,508116,4,1,0
09-06-2025,Telangana,Nalgonda,508202,2,0,0
09-06-2025,Telangana,Nalgonda,508205,3,0,0
09-06-2025,Telangana,Nalgonda,508207,9,4,0
09-06-2025,Telangana,Nalgonda,508246,1,0,0
09-06-2025,Telangana,Nalgonda,508355,1,0,0
09-06-2025,Telangana,Nalgonda,508377,2,0,0
11-06-2025,Telangana,Nalgonda,508115,3,2,0
11-06-2025,Telangana,Nalgonda,508204,4,1,0
11-06-2025,Telangana,Nalgonda,508212,2,0,0
11-06-2025,Telangana,Nalgonda,508246,1,2,0
11-06-2025,Telangana,Nalgonda,508250,3,1,0
11-06-2025,Telangana,Nalgonda,508277,1,0,0
11-06-2025,Telangana,Nalgonda,508280,1,1,0
11-06-2025,Telangana,Nalgonda,508284,6,1,0
11-06-2025,Telangana,Nalgonda,508285,2,0,0
10-06-2025,Telangana,Nalgonda,508004,2,2,0
10-06-2025,Telangana,Nalgonda,508101,1,0,0
10-06-2025,Telangana,Nalgonda,508112,1,1,0
10-06-2025,Telangana,Nalgonda,508207,8,1,0
10-06-2025,Telangana,Nalgonda,508245,2,1,0
10-06-2025,Telangana,Nalgonda,508254,2,0,0
10-06-2025,Telangana,Nalgonda,508258,5,3,0
10-06-2025,Telangana,Nalgonda,508373,0,1,0
12-06-2025,Telangana,Nalgonda,508114,2,1,0
12-06-2025,Telangana,Nalgonda,508204,2,0,0
12-06-2025,Telangana,Nalgonda,508207,7,1,0
12-06-2025,Telangana,Nalgonda,508210,1,0,0
12-06-2025,Telangana,Nalgonda,508256,4,0,0
12-06-2025,Telangana,Nalgonda,508376,1,0,0
13-06-2025,Telangana,Nalgonda,508113,0,2,0
13-06-2025,Telangana,Nalgonda,508205,3,3,0
13-06-2025,Telangana,Nalgonda,508233,0,1,0
13-06-2025,Telangana,Nalgonda,508245,5,2,0
13-06-2025,Telangana,Nalgonda,508258,7,2,0
13-06-2025,Telangana,Nalgonda,508284,2,0,0
13-06-2025,Telangana,Nalgonda,508285,1,0,0
13-06-2025,Telangana,Nalgonda,508355,3,0,0
15-06-2025,Telangana,Nalgonda,508114,1,0,0
15-06-2025,Telangana,Nalgonda,508256,1,0,0
16-06-2025,Telangana,Nalgonda,508105,2,1,0
16-06-2025,Telangana,Nalgonda,508111,1,0,0
16-06-2025,Telangana,Nalgonda,508203,1,0,0
16-06-2025,Telangana,Nalgonda,508204,3,0,0
16-06-2025,Telangana,Nalgonda,508207,10,2,0
16-06-2025,Telangana,Nalgonda,508211,1,1,0
16-06-2025,Telangana,Nalgonda,508222,3,1,0
16-06-2025,Telangana,Nalgonda,508245,5,1,0
16-06-2025,Telangana,Nalgonda,508277,4,1,0
16-06-2025,Telangana,Nalgonda,508284,4,0,0
14-06-2025,Telangana,Nalgonda,508001,10,0,0
14-06-2025,Telangana,Nalgonda,508113,0,1,0
14-06-2025,Telangana,Nalgonda,508114,1,0,0
14-06-2025,Telangana,Nalgonda,508116,9,0,0
14-06-2025,Telangana,Nalgonda,508244,1,0,0
14-06-2025,Telangana,Nalgonda,508250,0,1,0
14-06-2025,Telangana,Nalgonda,508253,1,0,0
14-06-2025,Telangana,Nalgonda,508254,1,0,0
19-06-2025,Telangana,Nalgonda,508114,2,0,0
19-06-2025,Telangana,Nalgonda,508116,8,1,0
19-06-2025,Telangana,Nalgonda,508202,3,0,0
19-06-2025,Telangana,Nalgonda,508211,10,6,0
19-06-2025,Telangana,Nalgonda,508221,2,1,0
19-06-2025,Telangana,Nalgonda,508233,1,0,0
19-06-2025,Telangana,Nalgonda,508244,3,2,0
19-06-2025,Telangana,Nalgonda,508245,5,2,0
19-06-2025,Telangana,Nalgonda,508252,2,0,0
19-06-2025,Telangana,Nalgonda,508256,6,2,0
19-06-2025,Telangana,Nalgonda,508373,1,0,0
19-06-2025,Telangana,Nalgonda,508376,1,0,0
19-06-2025,Telangana,Nalgonda,508377,1,0,0
17-06-2025,Telangana,Nalgonda,508112,2,0,0
17-06-2025,Telangana,Nalgonda,508202,3,3,0
17-06-2025,Telangana,Nalgonda,508213,1,0,0
17-06-2025,Telangana,Nalgonda,508217,1,0,0
17-06-2025,Telangana,Nalgonda,508222,2,0,0
17-06-2025,Telangana,Nalgonda,508234,1,0,0
17-06-2025,Telangana,Nalgonda,508238,1,0,0
17-06-2025,Telangana,Nalgonda,508247,5,1,0
17-06-2025,Telangana,Nalgonda,508252,1,1,0
17-06-2025,Telangana,Nalgonda,508253,1,0,0
17-06-2025,Telangana,Nalgonda,508256,5,2,0
17-06-2025,Telangana,Nalgonda,508285,4,1,0
17-06-2025,Telangana,Nalgonda,508355,1,2,0
18-06-2025,Telangana,Nalgonda,508250,2,0,0
18-06-2025,Telangana,Nalgonda,508252,1,0,0
18-06-2025,Telangana,Nalgonda,508286,1,1,0
18-06-2025,Telangana,Nalgonda,508374,1,0,0
03-09-2025,Telangana,Nalgonda,508105,3,0,0
03-09-2025,Telangana,Nalgonda,508213,6,1,0
03-09-2025,Telangana,Nalgonda,508218,2,0,0
03-09-2025,Telangana,Nalgonda,508247,3,0,0
03-09-2025,Telangana,Nalgonda,508253,1,0,0
03-09-2025,Telangana,Nalgonda,508257,2,0,0
01-09-2025,Telangana,Nalgonda,508001,12,1,0
01-09-2025,Telangana,Nalgonda,508101,1,0,0
01-09-2025,Telangana,Nalgonda,508202,2,2,0
01-09-2025,Telangana,Nalgonda,508205,3,0,0
01-09-2025,Telangana,Nalgonda,508223,1,0,0
01-09-2025,Telangana,Nalgonda,508238,1,0,0
01-09-2025,Telangana,Nalgonda,508245,6,0,0
01-09-2025,Telangana,Nalgonda,508255,3,0,0
01-09-2025,Telangana,Nalgonda,508277,1,1,0
02-09-2025,Telangana,Nalgonda,508111,1,0,0
02-09-2025,Telangana,Nalgonda,508115,2,1,0
02-09-2025,Telangana,Nalgonda,508207,15,4,0
02-09-2025,Telangana,Nalgonda,508213,5,0,0
02-09-2025,Telangana,Nalgonda,508218,2,0,0
02-09-2025,Telangana,Nalgonda,508222,1,1,0
02-09-2025,Telangana,Nalgonda,508257,1,0,0
07-09-2025,Telangana,Nalgonda,508001,1,0,0
06-09-2025,Telangana,Nalgonda,508116,3,0,0
06-09-2025,Telangana,Nalgonda,508221,1,0,0
06-09-2025,Telangana,Nalgonda,508246,2,0,0
06-09-2025,Telangana,Nalgonda,508247,1,3,0
06-09-2025,Telangana,Nalgonda,508355,2,0,0
05-09-2025,Telangana,Nalgonda,508116,1,1,0
05-09-2025,Telangana,Nalgonda,508202,1,0,0
05-09-2025,Telangana,Nalgonda,508213,1,0,0
05-09-2025,Telangana,Nalgonda,508355,2,0,0
04-09-2025,Telangana,Nalgonda,508113,1,0,0
04-09-2025,Telangana,Nalgonda,508116,3,1,0
04-09-2025,Telangana,Nalgonda,508218,1,0,0
04-09-2025,Telangana,Nalgonda,508245,6,0,0
04-09-2025,Telangana,Nalgonda,508277,1,0,0
04-09-2025,Telangana,Nalgonda,508284,3,1,0
04-09-2025,Telangana,Nalgonda,508285,3,0,0
09-09-2025,Telangana,Nalgonda,508001,12,0,0
09-09-2025,Telangana,Nalgonda,508210,4,1,0
09-09-2025,Telangana,Nalgonda,508223,1,0,0
09-09-2025,Telangana,Nalgonda,508243,8,0,0
09-09-2025,Telangana,Nalgonda,508247,4,0,0
09-09-2025,Telangana,Nalgonda,508255,3,0,0
09-09-2025,Telangana,Nalgonda,508258,6,3,0
09-09-2025,Telangana,Nalgonda,508266,4,2,0
09-09-2025,Telangana,Nalgonda,508277,1,0,0
09-09-2025,Telangana,Nalgonda,508279,1,0,0
09-09-2025,Telangana,Nalgonda,508284,1,0,0
08-09-2025,Telangana,Nalgonda,508113,2,1,0
08-09-2025,Telangana,Nalgonda,508126,2,1,0
08-09-2025,Telangana,Nalgonda,508212,3,0,0
08-09-2025,Telangana,Nalgonda,508217,3,0,0
08-09-2025,Telangana,Nalgonda,508247,4,1,0
08-09-2025,Telangana,Nalgonda,508266,2,0,0
11-09-2025,Telangana,Nalgonda,508211,4,1,0
11-09-2025,Telangana,Nalgonda,508217,2,2,0
11-09-2025,Telangana,Nalgonda,508221,1,0,0
11-09-2025,Telangana,Nalgonda,508223,0,1,0
11-09-2025,Telangana,Nalgonda,508243,2,0,0
11-09-2025,Telangana,Nalgonda,508254,3,1,0
11-09-2025,Telangana,Nalgonda,508266,1,0,0
11-09-2025,Telangana,Nalgonda,508373,4,1,0
11-09-2025,Telangana,Nalgonda,508376,1,0,0
10-09-2025,Telangana,Nalgonda,508116,5,2,0
10-09-2025,Telangana,Nalgonda,508212,2,0,0
10-09-2025,Telangana,Nalgonda,508217,2,0,0
10-09-2025,Telangana,Nalgonda,508245,7,0,0
10-09-2025,Telangana,Nalgonda,508256,1,1,0
10-09-2025,Telangana,Nalgonda,508284,1,0,0
14-09-2025,Telangana,Nalgonda,508258,0,1,0
15-09-2025,Telangana,Nalgonda,508001,2,0,0
15-09-2025,Telangana,Nalgonda,508101,0,1,0
15-09-2025,Telangana,Nalgonda,508243,2,3,0
15-09-2025,Telangana,Nalgonda,508244,1,1,0
15-09-2025,Telangana,Nalgonda,508247,4,1,0
15-09-2025,Telangana,Nalgonda,508258,4,1,0
15-09-2025,Telangana,Nalgonda,508278,2,1,0
12-09-2025,Telangana,Nalgonda,508004,1,2,0
12-09-2025,Telangana,Nalgonda,508113,1,1,0
12-09-2025,Telangana,Nalgonda,508205,1,0,0
12-09-2025,Telangana,Nalgonda,508206,1,0,0
12-09-2025,Telangana,Nalgonda,508213,1,0,0
12-09-2025,Telangana,Nalgonda,508223,1,0,0
12-09-2025,Telangana,Nalgonda,508238,1,0,0
12-09-2025,Telangana,Nalgonda,508257,1,0,0
12-09-2025,Telangana,Nalgonda,508377,1,2,0
13-09-2025,Telangana,Nalgonda,508001,8,1,0
13-09-2025,Telangana,Nalgonda,508210,2,1,0
13-09-2025,Telangana,Nalgonda,508213,3,0,0
13-09-2025,Telangana,Nalgonda,508217,2,0,0
13-09-2025,Telangana,Nalgonda,508233,0,1,0
13-09-2025,Telangana,Nalgonda,508248,4,0,0
13-09-2025,Telangana,Nalgonda,508258,1,0,0
13-09-2025,Telangana,Nalgonda,508278,1,0,0
16-09-2025,Telangana,Nalgonda,508202,3,0,0
16-09-2025,Telangana,Nalgonda,508206,3,2,0
16-09-2025,Telangana,Nalgonda,508211,6,2,0
16-09-2025,Telangana,Nalgonda,508243,3,1,0
16-09-2025,Telangana,Nalgonda,508258,4,1,0
16-09-2025,Telangana,Nalgonda,508278,2,2,0
16-09-2025,Telangana,Nalgonda,508285,1,0,0
16-09-2025,Telangana,Nalgonda,508355,2,1,0
17-09-2025,Telangana,Nalgonda,508001,8,0,0
17-09-2025,Telangana,Nalgonda,508114,1,0,0
17-09-2025,Telangana,Nalgonda,508245,4,0,0
17-09-2025,Telangana,Nalgonda,508247,1,1,0
17-09-2025,Telangana,Nalgonda,508250,1,0,0
17-09-2025,Telangana,Nalgonda,508254,1,0,0
17-09-2025,Telangana,Nalgonda,508266,4,0,0
17-09-2025,Telangana,Nalgonda,508278,1,0,0
19-09-2025,Telangana,Nalgonda,508001,2,0,0
19-09-2025,Telangana,Nalgonda,508112,1,0,0
19-09-2025,Telangana,Nalgonda,508114,2,0,0
19-09-2025,Telangana,Nalgonda,508116,0,1,0
19-09-2025,Telangana,Nalgonda,508202,4,0,0
19-09-2025,Telangana,Nalgonda,508221,1,0,0
19-09-2025,Telangana,Nalgonda,508243,1,1,0
19-09-2025,Telangana,Nalgonda,508247,2,0,0
19-09-2025,Telangana,Nalgonda,508250,2,0,0
19-09-2025,Telangana,Nalgonda,508277,1,1,0
19-09-2025,Telangana,Nalgonda,508280,0,1,0
19-09-2025,Telangana,Nalgonda,508284,1,0,0
19-09-2025,Telangana,Nalgonda,508377,0,1,0
18-09-2025,Telangana,Nalgonda,508112,1,0,0
18-09-2025,Telangana,Nalgonda,508201,1,0,0
18-09-2025,Telangana,Nalgonda,508213,4,0,0
18-09-2025,Telangana,Nalgonda,508248,8,4,0
18-09-2025,Telangana,Nalgonda,508250,2,1,0
18-09-2025,Telangana,Nalgonda,508255,1,0,0
18-09-2025,Telangana,Nalgonda,508256,2,0,0
18-09-2025,Telangana,Nalgonda,508277,1,0,0
18-09-2025,Telangana,Nalgonda,508355,1,0,0
18-09-2025,Telangana,Nalgonda,508376,3,0,0
20-09-2025,Telangana,Nalgonda,508201,1,0,0
20-09-2025,Telangana,Nalgonda,508210,1,0,0
20-09-2025,Telangana,Nalgonda,508212,3,0,0
20-09-2025,Telangana,Nalgonda,508238,1,0,0
20-09-2025,Telangana,Nalgonda,508245,1,0,0
20-09-2025,Telangana,Nalgonda,508248,9,1,0
20-09-2025,Telangana,Nalgonda,508250,3,0,0
20-09-2025,Telangana,Nalgonda,508355,4,0,0
20-09-2025,Telangana,Nalgonda,508373,3,0,0
23-09-2025,Telangana,Nalgonda,508112,1,0,0
23-09-2025,Telangana,Nalgonda,508244,1,3,0
23-09-2025,Telangana,Nalgonda,508257,1,0,0
23-09-2025,Telangana,Nalgonda,508286,1,0,0
22-09-2025,Telangana,Nalgonda,508114,1,1,0
22-09-2025,Telangana,Nalgonda,508245,0,1,0
22-09-2025,Telangana,Nalgonda,508257,0,2,0
22-09-2025,Telangana,Nalgonda,508373,1,1,0
25-09-2025,Telangana,Nalgonda,508202,2,1,0
25-09-2025,Telangana,Nalgonda,508207,6,0,0
25-09-2025,Telangana,Nalgonda,508213,1,0,0
25-09-2025,Telangana,Nalgonda,508221,1,1,0
25-09-2025,Telangana,Nalgonda,508223,0,1,0
25-09-2025,Telangana,Nalgonda,508248,3,0,0
25-09-2025,Telangana,Nalgonda,508255,2,0,0
25-09-2025,Telangana,Nalgonda,508355,2,0,0
25-09-2025,Telangana,Nalgonda,508373,1,0,0
24-09-2025,Telangana,Nalgonda,508213,2,0,0
24-09-2025,Telangana,Nalgonda,508284,2,1,0
27-09-2025,Telangana,Nalgonda,508001,1,1,0
27-09-2025,Telangana,Nalgonda,508116,1,0,0
27-09-2025,Telangana,Nalgonda,508221,0,1,0
27-09-2025,Telangana,Nalgonda,508248,1,0,0
29-09-2025,Telangana,Nalgonda,508217,0,1,0
29-09-2025,Telangana,Nalgonda,508246,1,0,0
26-09-2025,Telangana,Nalgonda,508202,0,1,0
26-09-2025,Telangana,Nalgonda,508213,2,0,0
26-09-2025,Telangana,Nalgonda,508233,1,0,0
26-09-2025,Telangana,Nalgonda,508258,3,0,0
26-09-2025,Telangana,Nalgonda,508266,0,1,0
26-09-2025,Telangana,Nalgonda,508278,1,0,0
26-10-2025,Telangana,Nalgonda,508203,1,0,0
26-10-2025,Telangana,Nalgonda,508217,1,0,0
26-10-2025,Telangana,Nalgonda,508243,1,1,0
26-10-2025,Telangana,Nalgonda,508245,1,0,0
26-10-2025,Telangana,Nalgonda,508256,2,0,0
26-10-2025,Telangana,Nalgonda,508258,2,2,0
26-10-2025,Telangana,Nalgonda,508278,3,0,0
13-10-2025,Telangana,Nalgonda,508001,10,4,0
13-10-2025,Telangana,Nalgonda,508112,1,0,0
13-10-2025,Telangana,Nalgonda,508201,2,0,0
13-10-2025,Telangana,Nalgonda,508206,3,0,0
13-10-2025,Telangana,Nalgonda,508266,5,0,0
13-10-2025,Telangana,Nalgonda,508284,1,0,0
16-10-2025,Telangana,Nalgonda,508205,1,0,0
16-10-2025,Telangana,Nalgonda,508207,6,1,0
16-10-2025,Telangana,Nalgonda,508211,1,0,0
16-10-2025,Telangana,Nalgonda,508355,1,0,0
15-10-2025,Telangana,Nalgonda,508001,9,0,0
15-10-2025,Telangana,Nalgonda,508116,4,1,0
15-10-2025,Telangana,Nalgonda,508207,10,2,0
15-10-2025,Telangana,Nalgonda,508222,2,0,0
15-10-2025,Telangana,Nalgonda,508233,1,0,0
15-10-2025,Telangana,Nalgonda,508284,2,0,0
17-10-2025,Telangana,Nalgonda,508001,10,1,0
17-10-2025,Telangana,Nalgonda,508101,1,1,0
17-10-2025,Telangana,Nalgonda,508113,3,0,0
17-10-2025,Telangana,Nalgonda,508115,2,1,0
17-10-2025,Telangana,Nalgonda,508218,1,0,0
17-10-2025,Telangana,Nalgonda,508221,5,1,0
17-10-2025,Telangana,Nalgonda,508223,2,0,0
17-10-2025,Telangana,Nalgonda,508244,5,2,0
17-10-2025,Telangana,Nalgonda,508248,7,6,0
17-10-2025,Telangana,Nalgonda,508373,6,0,0
18-10-2025,Telangana,Nalgonda,508105,2,0,0
18-10-2025,Telangana,Nalgonda,508202,1,1,0
18-10-2025,Telangana,Nalgonda,508205,1,0,0
18-10-2025,Telangana,Nalgonda,508238,1,0,0
18-10-2025,Telangana,Nalgonda,508255,2,0,0
18-10-2025,Telangana,Nalgonda,508258,4,3,0
18-10-2025,Telangana,Nalgonda,508279,1,0,0
18-10-2025,Telangana,Nalgonda,508280,1,0,0
18-10-2025,Telangana,Nalgonda,508284,2,0,0
18-10-2025,Telangana,Nalgonda,508373,1,0,0
20-10-2025,Telangana,Nalgonda,508113,0,1,0
20-10-2025,Telangana,Nalgonda,508217,1,0,0
20-10-2025,Telangana,Nalgonda,508266,2,0,0
19-10-2025,Telangana,Nalgonda,508001,9,1,0
19-10-2025,Telangana,Nalgonda,508105,0,1,0
19-10-2025,Telangana,Nalgonda,508115,2,0,0
19-10-2025,Telangana,Nalgonda,508211,4,0,0
19-10-2025,Telangana,Nalgonda,508238,3,0,0
19-10-2025,Telangana,Nalgonda,508244,2,0,0
19-10-2025,Telangana,Nalgonda,508248,2,2,0
19-10-2025,Telangana,Nalgonda,508254,3,0,0
19-10-2025,Telangana,Nalgonda,508255,5,1,0
19-10-2025,Telangana,Nalgonda,508278,3,0,0
19-10-2025,Telangana,Nalgonda,508285,1,0,0
21-10-2025,Telangana,Nalgonda,508126,1,0,0
21-10-2025,Telangana,Nalgonda,508211,2,0,0
21-10-2025,Telangana,Nalgonda,508355,1,0,0
22-10-2025,Telangana,Nalgonda,508207,1,0,0
25-10-2025,Telangana,Nalgonda,508126,1,0,0
25-10-2025,Telangana,Nalgonda,508203,1,0,0
25-10-2025,Telangana,Nalgonda,508217,3,0,0
25-10-2025,Telangana,Nalgonda,508221,2,0,0
25-10-2025,Telangana,Nalgonda,508250,4,0,0
25-10-2025,Telangana,Nalgonda,508258,6,1,0
25-10-2025,Telangana,Nalgonda,508278,5,0,0
24-10-2025,Telangana,Nalgonda,508101,2,0,0
24-10-2025,Telangana,Nalgonda,508205,2,0,0
24-10-2025,Telangana,Nalgonda,508211,3,1,0
24-10-2025,Telangana,Nalgonda,508243,2,2,0
24-10-2025,Telangana,Nalgonda,508246,2,0,0
24-10-2025,Telangana,Nalgonda,508248,2,1,0
24-10-2025,Telangana,Nalgonda,508253,1,0,0
24-10-2025,Telangana,Nalgonda,508258,1,0,0
24-10-2025,Telangana,Nalgonda,508278,1,1,0
24-10-2025,Telangana,Nalgonda,508285,1,0,0
24-10-2025,Telangana,Nalgonda,508376,1,0,0
24-10-2025,Telangana,Nalgonda,508377,3,0,0
28-10-2025,Telangana,Nalgonda,508114,1,0,0
28-10-2025,Telangana,Nalgonda,508201,1,0,0
28-10-2025,Telangana,Nalgonda,508206,0,1,0
28-10-2025,Telangana,Nalgonda,508245,2,0,0
28-10-2025,Telangana,Nalgonda,508247,0,1,0
28-10-2025,Telangana,Nalgonda,508253,1,0,0
28-10-2025,Telangana,Nalgonda,508255,3,0,0
28-10-2025,Telangana,Nalgonda,508258,0,1,0
27-10-2025,Telangana,Nalgonda,508004,2,0,0
27-10-2025,Telangana,Nalgonda,508233,1,0,0
27-10-2025,Telangana,Nalgonda,508246,1,0,0
27-10-2025,Telangana,Nalgonda,508266,2,0,0
27-10-2025,Telangana,Nalgonda,508278,1,0,0
30-10-2025,Telangana,Nalgonda,508001,16,2,0
30-10-2025,Telangana,Nalgonda,508126,2,0,0
30-10-2025,Telangana,Nalgonda,508222,3,1,0
30-10-2025,Telangana,Nalgonda,508243,1,1,0
30-10-2025,Telangana,Nalgonda,508248,6,9,0
30-10-2025,Telangana,Nalgonda,508254,1,2,0
30-10-2025,Telangana,Nalgonda,508257,1,0,0
30-10-2025,Telangana,Nalgonda,508258,4,0,0
30-10-2025,Telangana,Nalgonda,508266,1,1,0
31-10-2025,Telangana,Nalgonda,508205,1,0,0
31-10-2025,Telangana,Nalgonda,508248,6,1,0
31-10-2025,Telangana,Nalgonda,508373,3,0,0
29-10-2025,Telangana,Nalgonda,508116,2,0,0
29-10-2025,Telangana,Nalgonda,508126,1,0,0
29-10-2025,Telangana,Nalgonda,508217,1,0,0
29-10-2025,Telangana,Nalgonda,508248,0,1,0
29-10-2025,Telangana,Nalgonda,508258,2,0,0
01-11-2025,Telangana,Nalgonda,508211,2,1,0
01-11-2025,Telangana,Nalgonda,508255,1,1,0
01-11-2025,Telangana,Nalgonda,508373,1,0,0
01-11-2025,Telangana,Nalgonda,508374,1,0,0
01-11-2025,Telangana,Nalgonda,508376,1,0,0
02-11-2025,Telangana,Nalgonda,508111,2,0,0
02-11-2025,Telangana,Nalgonda,508116,3,0,0
02-11-2025,Telangana,Nalgonda,508207,15,1,0
02-11-2025,Telangana,Nalgonda,508213,3,2,0
02-11-2025,Telangana,Nalgonda,508247,4,0,0
02-11-2025,Telangana,Nalgonda,508248,8,4,0
02-11-2025,Telangana,Nalgonda,508253,2,0,0
02-11-2025,Telangana,Nalgonda,508254,4,0,0
02-11-2025,Telangana,Nalgonda,508258,3,1,0
02-11-2025,Telangana,Nalgonda,508277,2,1,0
12-11-2025,Telangana,Nalgonda,508001,2,2,0
12-11-2025,Telangana,Nalgonda,508004,1,0,0
12-11-2025,Telangana,Nalgonda,508114,3,1,0
12-11-2025,Telangana,Nalgonda,508116,2,0,0
12-11-2025,Telangana,Nalgonda,508202,1,1,0
12-11-2025,Telangana,Nalgonda,508207,8,1,0
12-11-2025,Telangana,Nalgonda,508213,0,1,0
12-11-2025,Telangana,Nalgonda,508238,1,1,0
12-11-2025,Telangana,Nalgonda,508245,0,1,0
12-11-2025,Telangana,Nalgonda,508256,0,1,0
12-11-2025,Telangana,Nalgonda,508280,1,0,0
12-11-2025,Telangana,Nalgonda,508286,1,0,0
12-11-2025,Telangana,Nalgonda,508355,2,0,0
12-11-2025,Telangana,Nalgonda,508377,2,0,0
11-11-2025,Telangana,Nalgonda,508202,1,0,0
11-11-2025,Telangana,Nalgonda,508205,1,0,0
11-11-2025,Telangana,Nalgonda,508206,0,2,0
11-11-2025,Telangana,Nalgonda,508210,2,1,0
11-11-2025,Telangana,Nalgonda,508213,1,0,0
11-11-2025,Telangana,Nalgonda,508245,1,0,0
11-11-2025,Telangana,Nalgonda,508247,2,0,0
11-11-2025,Telangana,Nalgonda,508266,1,0,0
11-11-2025,Telangana,Nalgonda,508278,2,0,0
03-11-2025,Telangana,Nalgonda,508001,2,0,0
03-11-2025,Telangana,Nalgonda,508111,1,0,0
03-11-2025,Telangana,Nalgonda,508114,1,0,0
03-11-2025,Telangana,Nalgonda,508116,3,0,0
03-11-2025,Telangana,Nalgonda,508203,0,1,0
03-11-2025,Telangana,Nalgonda,508206,2,0,0
03-11-2025,Telangana,Nalgonda,508212,0,1,0
03-11-2025,Telangana,Nalgonda,508247,1,0,0
03-11-2025,Telangana,Nalgonda,508254,2,0,0
03-11-2025,Telangana,Nalgonda,508355,1,1,0
03-11-2025,Telangana,Nalgonda,508373,1,0,0
03-11-2025,Telangana,Nalgonda,508377,1,0,0
06-11-2025,Telangana,Nalgonda,508114,4,0,0
06-11-2025,Telangana,Nalgonda,508206,0,1,0
06-11-2025,Telangana,Nalgonda,508207,3,2,0
06-11-2025,Telangana,Nalgonda,508238,2,1,0
06-11-2025,Telangana,Nalgonda,508247,2,1,0
06-11-2025,Telangana,Nalgonda,508248,1,0,0
06-11-2025,Telangana,Nalgonda,508255,1,1,0
06-11-2025,Telangana,Nalgonda,508258,1,1,0
06-11-2025,Telangana,Nalgonda,508280,1,0,0
06-11-2025,Telangana,Nalgonda,508355,1,2,0
06-11-2025,Telangana,Nalgonda,508376,2,0,0
05-11-2025,Telangana,Nalgonda,508112,1,0,0
05-11-2025,Telangana,Nalgonda,508253,0,1,0
05-11-2025,Telangana,Nalgonda,508254,1,0,0
05-11-2025,Telangana,Nalgonda,508255,2,1,0
05-11-2025,Telangana,Nalgonda,508256,3,0,0
05-11-2025,Telangana,Nalgonda,508257,2,0,0
08-11-2025,Telangana,Nalgonda,508126,0,1,0
08-11-2025,Telangana,Nalgonda,508243,3,1,0
08-11-2025,Telangana,Nalgonda,508253,0,1,0
07-11-2025,Telangana,Nalgonda,508116,1,0,0
07-11-2025,Telangana,Nalgonda,508218,1,0,0
07-11-2025,Telangana,Nalgonda,508244,2,1,0
07-11-2025,Telangana,Nalgonda,508247,4,0,0
07-11-2025,Telangana,Nalgonda,508254,3,0,0
07-11-2025,Telangana,Nalgonda,508257,1,0,0
09-11-2025,Telangana,Nalgonda,508112,1,0,0
